id,score,content,type,summary
Digital Services Act (DSA) - Article 82 Requests for access restrictions and cooperation with national courts,0.732445121,"Article 82 Requests for access restrictions and cooperation with national courts in the Digital Services Act (DSA):  1.   Where all powers pursuant to this Section to bring about the cessation of an infringement of this Regulation have been exhausted, the infringement persists and causes serious harm which cannot be avoided through the exercise of other powers available under Union or national law, the Commission may request the Digital Services Coordinator of establishment of the provider of the very large online platform or of the very large online search engine concerned to act pursuant to Article 51(3).

Prior to making such request to the Digital Services Coordinator, the Commission shall invite interested parties to submit written observations within a period that shall not be less than 14 working days, describing the measures it intends to request and identifying the intended addressee or addressees thereof.

2.   Where the coherent application of this Regulation so requires, the Commission, acting on its own initiative, may submit written observations to the competent judicial authority referred to Article 51(3). With the permission of the judicial authority in question, it may also make oral observations.

For the purpose of the preparation of its observations only, the Commission may request that judicial authority to transmit or ensure the transmission to it of any documents necessary for the assessment of the case.

3.   When a national court rules on a matter which is already the subject matter of a decision adopted by the Commission under this Regulation, that national court shall not take any decision which runs counter to that Commission decision. National courts shall also avoid taking decisions which could conflict with a decision contemplated by the Commission in proceedings it has initiated under this Regulation. To that effect, a national court may assess whether it is necessary to stay its proceedings. This is without prejudice to Article 267 TFEU.",article,"The Digital Services Act (DSA) allows the Commission to request the Digital Services Coordinator to take action when an online platform or search engine is causing serious harm and other measures have failed to stop it. Before making this request, the Commission will invite feedback from interested parties for at least 14 working days. The Commission can also provide written or oral observations to the judicial authority if needed for the application of the DSA. If a national court is ruling on a case that the Commission has already made a decision on, the court should not make a decision that contradicts the Commission's decision. The court can also pause its proceedings if a decision from the Commission is pending."
General Data Protection Regulation (GDPR) - Contextual Paragraph (94),0.73238045,"Details of the Contextual Paragraph (94) in the General Data Protection Regulation (GDPR): Where a data protection impact assessment indicates that the processing would, in the absence of safeguards, security measures and mechanisms to mitigate the risk, result in a high risk to the rights and freedoms of natural persons and the controller is of the opinion that the risk cannot be mitigated by reasonable means in terms of available technologies and costs of implementation, the supervisory authority should be consulted prior to the start of processing activities. Such high risk is likely to result from certain types of processing and the extent and frequency of processing, which may result also in a realisation of damage or interference with the rights and freedoms of the natural person. The supervisory authority should respond to the request for consultation within a specified period. However, the absence of a reaction of the supervisory authority within that period should be without prejudice to any intervention of the supervisory authority in accordance with its tasks and powers laid down in this Regulation, including the power to prohibit processing operations. As part of that consultation process, the outcome of a data protection impact assessment carried out with regard to the processing at issue may be submitted to the supervisory authority, in particular the measures envisaged to mitigate the risk to the rights and freedoms of natural persons.",recital,"The General Data Protection Regulation (GDPR) Paragraph 94 states that if a data protection assessment shows that processing data could pose a high risk to individuals' rights and freedoms, and this risk cannot be reasonably reduced, then the supervisory authority must be consulted before data processing begins. The risk level may depend on the type, extent, and frequency of data processing. The supervisory authority should respond within a set timeframe, but even if they don't, they can still intervene later, including stopping data processing. As part of this consultation, the results of the data protection assessment can be submitted to the supervisory authority, especially any planned measures to reduce risk."
General Data Protection Regulation (GDPR) - Contextual Paragraph (137),0.732371151,"Details of the Contextual Paragraph (137) in the General Data Protection Regulation (GDPR): There may be an urgent need to act in order to protect the rights and freedoms of data subjects, in particular when the danger exists that the enforcement of a right of a data subject could be considerably impeded. A supervisory authority should therefore be able to adopt duly justified provisional measures on its territory with a specified period of validity which should not exceed three months.",recital,"The General Data Protection Regulation (GDPR) includes a provision (Paragraph 137) that allows for quick action to protect individuals' data rights. If there's an immediate risk that enforcing a person's data rights could be significantly obstructed, the supervisory authority can take temporary measures. These measures must be justified and can only last for up to three months."
General Data Protection Regulation (GDPR) - Contextual Paragraph (133),0.73233664,"Details of the Contextual Paragraph (133) in the General Data Protection Regulation (GDPR): The supervisory authorities should assist each other in performing their tasks and provide mutual assistance, so as to ensure the consistent application and enforcement of this Regulation in the internal market. A supervisory authority requesting mutual assistance may adopt a provisional measure if it receives no response to a request for mutual assistance within one month of the receipt of that request by the other supervisory authority.",recital,"The General Data Protection Regulation (GDPR) Paragraph 133 states that supervisory authorities must help each other to ensure the law is applied and enforced consistently. If one authority asks for help from another and doesn't get a response within a month, it can take temporary action."
General Data Protection Regulation (GDPR) - Contextual Paragraph (149),0.732269228,"Details of the Contextual Paragraph (149) in the General Data Protection Regulation (GDPR): Member States should be able to lay down the rules on criminal penalties for infringements of this Regulation, including for infringements of national rules adopted pursuant to and within the limits of this Regulation. Those criminal penalties may also allow for the deprivation of the profits obtained through infringements of this Regulation. However, the imposition of criminal penalties for infringements of such national rules and of administrative penalties should not lead to a breach of the principle of ne bis in idem, as interpreted by the Court of Justice.",recital,"The General Data Protection Regulation (GDPR) allows individual countries to establish their own rules for criminal penalties if someone breaks this law. This includes penalties for breaking any national rules that were created based on the GDPR. The penalties can also include taking away any profits made from breaking these rules. However, the law states that a person cannot be punished twice for the same crime, a principle known as ne bis in idem, as interpreted by the Court of Justice."
Digital Services Act (DSA) - Contextual paragraph (80),0.732150912,"Details of the contextual paragraph (80) of the Digital Services Act (DSA): Four categories of systemic risks should be assessed in-depth by the providers of very large online platforms and of very large online search engines. A first category concerns the risks associated with the dissemination of illegal content, such as the dissemination of child sexual abuse material or illegal hate speech or other types of misuse of their services for criminal offences, and the conduct of illegal activities, such as the sale of products or services prohibited by Union or national law, including dangerous or counterfeit products, or illegally-traded animals. For example, such dissemination or activities may constitute a significant systemic risk where access to illegal content may spread rapidly and widely through accounts with a particularly wide reach or other means of amplification. Providers of very large online platforms and of very large online search engines should assess the risk of dissemination of illegal content irrespective of whether or not the information is also incompatible with their terms and conditions. This assessment is without prejudice to the personal responsibility of the recipient of the service of very large online platforms or of the owners of websites indexed by very large online search engines for possible illegality of their activity under the applicable law.",recital,"The Digital Services Act (DSA) requires providers of large online platforms and search engines to thoroughly assess four categories of systemic risks. The first category pertains to the spread of illegal content, such as child sexual abuse material, hate speech, and other criminal activities, including the sale of banned or counterfeit goods, or illegally-traded animals. These providers must assess the risk of such illegal content spreading, regardless of whether it violates their terms and conditions. This does not absolve users of these platforms or owners of indexed websites from their legal responsibilities for any illegal activities."
Digital Markets Act (DMA) - Contextual Paragraph (62),0.73209095,"Details of the Contextual Paragraph (62) in the Digital Markets Act (DMA): For software application stores, online search engines and online social networking services listed in the designation decision, gatekeepers should publish and apply general conditions of access that should be fair, reasonable and nondiscriminatory. Those general conditions should provide for a Union based alternative dispute settlement mechanism that is easily accessible, impartial, independent and free of charge for the business user, without prejudice to the business user""s own cost and proportionate measures aimed at preventing the abuse of the dispute settlement mechanism by business users. The dispute settlement mechanism should be without prejudice to the right of business users to seek redress before judicial authorities in accordance with Union and national law. In particular, gatekeepers which provide access to software application stores are an important gateway for business users that seek to reach end users. In view of the imbalance in bargaining power between those gatekeepers and business users of their software application stores, those gatekeepers should not be allowed to impose general conditions, including pricing conditions, that would be unfair or lead to unjustified differentiation. Pricing or other general access conditions should be considered unfair if they lead to an imbalance of rights and obligations imposed on business users or confer an advantage on the gatekeeper which is disproportionate to the service provided by the gatekeeper to business users or lead to a disadvantage for business users in providing the same or similar services as the gatekeeper. The following benchmarks can serve as a yardstick to determine the fairness of general access conditions: prices charged or conditions imposed for the same or similar services by other providers of software application stores; prices charged or conditions imposed by the provider of the software application store for different related or similar services or to different types of end users; prices charged or conditions imposed by the provider of the software application store for the same service in different geographic regions; prices charged or conditions imposed by the provider of the software application store for the same service the gatekeeper provides to itself. This obligation should not establish an access right and it should be without prejudice to the ability of providers of software application stores, online search engines and online social networking services to take the required responsibility in the fight against illegal and unwanted content as set out in a Regulation on a single market for digital services.",rectial,"The Digital Markets Act (DMA) requires digital ""gatekeepers"" like app stores, search engines, and social networks to provide fair, reasonable, and non-discriminatory conditions for businesses to access their services. They must also offer a free, impartial dispute resolution system based in the EU. Businesses can still take legal action if needed. Gatekeepers cannot impose unfair conditions or prices that favor themselves or disadvantage businesses offering similar services. The fairness of these conditions can be judged by comparing prices and terms with other similar services, different user types, different regions, or the gatekeeper's own services. However, this doesn't give businesses a right to access, and gatekeepers can still take action against illegal or unwanted content."
General Data Protection Regulation (GDPR) - Contextual Paragraph (136),0.732069492,"Details of the Contextual Paragraph (136) in the General Data Protection Regulation (GDPR): In applying the consistency mechanism, the Board should, within a determined period of time, issue an opinion, if a majority of its members so decides or if so requested by any supervisory authority concerned or the Commission. The Board should also be empowered to adopt legally binding decisions where there are disputes between supervisory authorities. For that purpose, it should issue, in principle by a two-thirds majority of its members, legally binding decisions in clearly specified cases where there are conflicting views among supervisory authorities, in particular in the cooperation mechanism between the lead supervisory authority and supervisory authorities concerned on the merits of the case, in particular whether there is an infringement of this Regulation.",recital,"The General Data Protection Regulation (GDPR) includes a provision (Paragraph 136) that allows the Board to issue an opinion within a certain timeframe if a majority of its members agree or if requested by a supervisory authority or the Commission. The Board can also make legally binding decisions in cases of disputes between supervisory authorities. These decisions, which require a two-thirds majority vote, are used in cases where there are differing opinions among authorities, especially in matters of cooperation between the lead authority and other concerned authorities, and in determining if there has been a violation of the GDPR."
Digital Services Act (DSA) - Contextual paragraph (95),0.732060254,"Details of the contextual paragraph (95) of the Digital Services Act (DSA): Advertising systems used by very large online platforms and very large online search engines pose particular risks and require further public and regulatory supervision on account of their scale and ability to target and reach recipients of the service based on their behaviour within and outside that platform's or search engine's online interface. Very large online platforms or very large online search engines should ensure public access to repositories of advertisements presented on their online interfaces to facilitate supervision and research into emerging risks brought about by the distribution of advertising online, for example in relation to illegal advertisements or manipulative techniques and disinformation with a real and foreseeable negative impact on public health, public security, civil discourse, political participation and equality. Repositories should include the content of advertisements, including the name of the product, service or brand and the subject matter of the advertisement, and related data on the advertiser, and, if different, the natural or legal person who paid for the advertisement, and the delivery of the advertisement, in particular where targeted advertising is concerned. This information should include both information about targeting criteria and delivery criteria, in particular when advertisements are delivered to persons in vulnerable situations, such as minors.",recital,"The Digital Services Act (DSA) addresses the risks posed by advertising systems used by large online platforms and search engines. Due to their size and ability to target users based on their behavior, these platforms need more public and regulatory oversight. The DSA requires these platforms to provide public access to their advertisement repositories. This is to monitor and research potential risks, such as illegal ads or manipulative techniques that could harm public health, security, or equality. These repositories should include ad content, advertiser details, and information about who paid for and received the ad. This is especially important for targeted ads, particularly those aimed at vulnerable groups like minors."
General Data Protection Regulation (GDPR) - Contextual Paragraph (56),0.732056379,"Details of the Contextual Paragraph (56) in the General Data Protection Regulation (GDPR): Where in the course of electoral activities, the operation of the democratic system in a Member State requires that political parties compile personal data on people's political opinions, the processing of such data may be permitted for reasons of public interest, provided that appropriate safeguards are established.",recital,"The General Data Protection Regulation (GDPR) includes a clause (Paragraph 56) that allows political parties to collect personal data on people's political opinions during election activities, if it's necessary for the democratic process in a member state. However, this can only be done if it is in the public interest and there are proper protections in place to safeguard this data."
General Data Protection Regulation (GDPR) - Contextual Paragraph (121),0.732046604,"Details of the Contextual Paragraph (121) in the General Data Protection Regulation (GDPR): The general conditions for the member or members of the supervisory authority should be laid down by law in each Member State and should in particular provide that those members are to be appointed, by means of a transparent procedure, either by the parliament, government or the head of State of the Member State on the basis of a proposal from the government, a member of the government, the parliament or a chamber of the parliament, or by an independent body entrusted under Member State law. In order to ensure the independence of the supervisory authority, the member or members should act with integrity, refrain from any action that is incompatible with their duties and should not, during their term of office, engage in any incompatible occupation, whether gainful or not. The supervisory authority should have its own staff, chosen by the supervisory authority or an independent body established by Member State law, which should be subject to the exclusive direction of the member or members of the supervisory authority.",recital,"The General Data Protection Regulation (GDPR) Paragraph 121 states that each Member State must legally determine the conditions for members of the supervisory authority. These members should be appointed through a transparent process by the parliament, government, or head of state, based on a proposal from these entities or an independent body. To maintain the authority's independence, members must act with integrity, avoid actions that conflict with their duties, and not engage in any incompatible job during their term. The authority should have its own staff, selected by the authority or an independent body, and these staff should only report to the authority's members."
Digital Markets Act (DMA) - Contextual Paragraph (13),0.732028484,"Details of the Contextual Paragraph (13) in the Digital Markets Act (DMA): Weak contestability and unfair practices in the digital sector are more frequent and pronounced for certain digital services than for others. This is the case in particular for widespread and commonly used digital services that mostly directly intermediate between business users and end users and where features such as extreme scale economies, very strong network effects, an ability to connect many business users with many end users through the multisidedness of these services, lock-in effects, a lack of multi-homing or vertical integration are the most prevalent. Often, there is only one or very few large undertakings providing those digital services. Those undertakings have emerged most frequently as gatekeepers for business users and end users, with far-reaching impacts. In particular, they have gained the ability to easily set commercial conditions and terms in a unilateral and detrimental manner for their business users and end users. Accordingly, it is necessary to focus only on those digital services that are most broadly used by business users and end users and where concerns about weak contestability and unfair practices by gatekeepers are more apparent and pressing from an internal market perspective.",rectial,"The Digital Markets Act (DMA) addresses issues of unfair practices in the digital sector, particularly in widely used digital services that connect businesses and end users. These services often have a monopoly or near-monopoly, leading to them acting as gatekeepers and setting commercial terms that can be detrimental to their users. The DMA aims to focus on these services, where concerns about unfair practices are most apparent, to ensure a fairer digital market."
Digital Services Act (DSA) - Contextual paragraph (91),0.732020855,"Details of the contextual paragraph (91) of the Digital Services Act (DSA): In times of crisis, there might be a need for certain specific measures to be taken urgently by providers of very large online platforms, in addition to measures they would be taking in view of their other obligations under this Regulation. In that regard, a crisis should be considered to occur when extraordinary circumstances occur that can lead to a serious threat to public security or public health in the Union or significant parts thereof. Such crises could result from armed conflicts or acts of terrorism, including emerging conflicts or acts of terrorism, natural disasters such as earthquakes and hurricanes, as well as from pandemics and other serious cross-border threats to public health. The Commission should be able to require, upon recommendation by the European Board for Digital Services ('the Board'), providers of very large online platforms and providers of very large search engines to initiate a crisis response as a matter of urgency. Measures that those providers may identify and consider applying may include, for example, adapting content moderation processes and increasing the resources dedicated to content moderation, adapting terms and conditions, relevant algorithmic systems and advertising systems, further intensifying cooperation with trusted flaggers, taking awareness-raising measures and promoting trusted information and adapting the design of their online interfaces. The necessary requirements should be provided for to ensure that such measures are taken within a very short time frame and that the crisis response mechanism is only used where, and to the extent that, this is strictly necessary and any measures taken under this mechanism are effective and proportionate, taking due account of the rights and legitimate interests of all parties concerned. The use of the mechanism should be without prejudice to the other provisions of this Regulation, such as those on risk assessments and mitigation measures and the enforcement thereof and those on crisis protocols.",recital,"The Digital Services Act (DSA) allows for urgent action by large online platforms during crises that pose a serious threat to public safety or health. Crises can include terrorism, natural disasters, or pandemics. The European Board for Digital Services can instruct these platforms to initiate a crisis response, which may involve changes to content moderation, terms and conditions, algorithms, advertising systems, and interface design. These measures must be effective, proportionate, and respect the rights of all parties. They should be implemented quickly, but only when absolutely necessary. This crisis response mechanism does not replace other regulations, such as risk assessments and mitigation measures."
Digital Markets Act (DMA) - Contextual Paragraph (63),0.731928051,"Details of the Contextual Paragraph (63) in the Digital Markets Act (DMA): Gatekeepers can hamper the ability of business users and end users to unsubscribe from a core platform service that they have previously subscribed to. Therefore, rules should be established to avoid a situation in which gatekeepers undermine the rights of business users and end users to freely choose which core platform service they use. To safeguard free choice of business users and end users, a gatekeeper should not be allowed to make it unnecessarily difficult or complicated for business users or end users to unsubscribe from a core platform service. Closing an account or un-subscribing should not be made be more complicated than opening an account or subscribing to the same service. Gatekeepers should not demand additional fees when terminating contracts with their end users or business users. Gatekeepers should ensure that the conditions for terminating contracts are always proportionate and can be exercised without undue difficulty by end users, such as, for example, in relation to the reasons for termination, the notice period, or the form of such termination. This is without prejudice to national legislation applicable in accordance with the Union law laying down rights and obligations concerning conditions of termination of provision of core platform services by end users.",rectial,"The Digital Markets Act (DMA) includes a provision (Paragraph 63) to protect users and businesses from unfair practices by major online platforms, known as 'gatekeepers'. These platforms can't make it overly difficult or charge extra fees for users or businesses to cancel a service. The process of closing an account or unsubscribing should be as simple as signing up. Any conditions related to ending a contract, like reasons for termination or notice periods, should be fair and manageable. This rule doesn't interfere with any national laws about conditions for cancelling online services."
Digital Services Act (DSA) - Contextual paragraph (20),0.731905103,"Details of the contextual paragraph (20) of the Digital Services Act (DSA): Where a provider of intermediary services deliberately collaborates with a recipient of the services in order to undertake illegal activities, the services should not be deemed to have been provided neutrally and the provider should therefore not be able to benefit from the exemptions from liability provided for in this Regulation. This should be the case, for instance, where the provider offers its service with the main purpose of facilitating illegal activities, for example by making explicit that its purpose is to facilitate illegal activities or that its services are suited for that purpose. The fact alone that a service offers encrypted transmissions or any other system that makes the identification of the user impossible should not in itself qualify as facilitating illegal activities.",recital,"The Digital Services Act (DSA) states that if an online service provider knowingly works with a user to carry out illegal activities, the provider can't claim it's acting neutrally and won't be protected from legal consequences. This applies when the provider's main purpose is to assist in illegal activities. However, simply offering encrypted services or systems that hide user identity doesn't mean the provider is facilitating illegal activities."
General Data Protection Regulation (GDPR) - Contextual Paragraph (125),0.731858194,"Details of the Contextual Paragraph (125) in the General Data Protection Regulation (GDPR): The lead authority should be competent to adopt binding decisions regarding measures applying the powers conferred on it in accordance with this Regulation. In its capacity as lead authority, the supervisory authority should closely involve and coordinate the supervisory authorities concerned in the decision-making process. Where the decision is to reject the complaint by the data subject in whole or in part, that decision should be adopted by the supervisory authority with which the complaint has been lodged.",recital,"The General Data Protection Regulation (GDPR) has a new rule, Paragraph 125, which says that the main authority can make binding decisions about how to use its powers under this law. This main authority should work closely with and coordinate other supervisory authorities when making decisions. If a complaint from a data subject (the person whose data is involved) is to be rejected fully or partially, the decision should be made by the authority that received the complaint."
General Data Protection Regulation (GDPR) - Contextual Paragraph (102),0.731844246,"Details of the Contextual Paragraph (102) in the General Data Protection Regulation (GDPR): This Regulation is without prejudice to international agreements concluded between the Union and third countries regulating the transfer of personal data including appropriate safeguards for the data subjects. Member States may conclude international agreements which involve the transfer of personal data to third countries or international organisations, as far as such agreements do not affect this Regulation or any other provisions of Union law and include an appropriate level of protection for the fundamental rights of the data subjects.",recital,"The General Data Protection Regulation (GDPR) Paragraph 102 allows for international agreements involving the transfer of personal data, as long as they don't interfere with the GDPR or other Union laws. These agreements must provide adequate protection for the individuals' fundamental rights. This means that member states can make agreements to transfer personal data to other countries or organizations, but these agreements must not compromise the GDPR or other laws, and must ensure the protection of individuals' rights."
Digital Services Act (DSA) - Contextual paragraph (151),0.731835723,"Details of the contextual paragraph (151) of the Digital Services Act (DSA): In order to ensure uniform conditions for the implementation of this Regulation, implementing powers should be conferred on the Commission to lay down templates concerning the form, content and other details of reports on content moderation, to establish the amount of the annual supervisory fee charged on providers of very large online platforms and of very large online search engines, to lay down the practical arrangements for the proceedings, the hearings and the negotiated disclosure of information carried out in the context of supervision, investigation, enforcement and monitoring in respect of providers of very large online platforms and of very large online search engines, as well as to lay down the practical and operational arrangements for the functioning of the information sharing system and its interoperability with other relevant systems. Those powers should be exercised in accordance with Regulation (EU) No 182/2011 of the European Parliament and of the Council (34).",recital,"The Digital Services Act (DSA) is a new law that gives the European Commission the power to set rules for online platforms and search engines, particularly large ones. These rules will cover how these platforms report on content moderation, the annual supervisory fee they must pay, and how they share information. The law also outlines how investigations and enforcement will be conducted. All these powers will be exercised following the guidelines of Regulation (EU) No 182/2011. The goal is to create a uniform set of conditions for these platforms to operate under."
Digital Services Act (DSA) - Contextual paragraph (113),0.731759369,"Details of the contextual paragraph (113) of the Digital Services Act (DSA): Member States can designate an existing national authority with the function of the Digital Services Coordinator, or with specific tasks to supervise the application and enforce this Regulation, provided that any such appointed authority complies with the requirements laid down in this Regulation, such as in relation to its independence. Moreover, Member States are in principle not precluded from merging functions within an existing authority, in accordance with Union law. The measures to that effect may include, inter alia, the preclusion to dismiss the president or a board member of a collegiate body of an existing authority before the expiry of their terms of office, on the sole ground that an institutional reform has taken place involving the merger of different functions within one authority, in the absence of any rules guaranteeing that such dismissals do not jeopardise the independence and impartiality of such members.",recital,"The Digital Services Act (DSA) allows countries to assign an existing national authority to oversee and enforce the Act, as long as it meets the requirements of the DSA, particularly regarding its independence. Countries can also combine functions within an existing authority, following Union law. Measures can be put in place to prevent the dismissal of a president or board member of an existing authority before their term ends, even if institutional changes occur. This is to ensure that the independence and impartiality of these members are not compromised."
General Data Protection Regulation (GDPR) - Contextual Paragraph (1),0.7317307,"Details of the Contextual Paragraph (1) in the General Data Protection Regulation (GDPR): The protection of natural persons in relation to the processing of personal data is a fundamental right. 
Article 8(1) of the Charter of Fundamental Rights of the European Union (the ""Charter"") and Article 16(1) of the 
Treaty on the Functioning of the European Union (TFEU) provide that everyone has the right to the protection of 
personal data concerning him or her.",recital,"The General Data Protection Regulation (GDPR) is a new law that emphasizes the importance of protecting personal data as a fundamental right. This law, in accordance with Article 8(1) of the Charter of Fundamental Rights of the European Union and Article 16(1) of the Treaty on the Functioning of the European Union, ensures everyone's right to have their personal data protected."
General Data Protection Regulation (GDPR) - Contextual Paragraph (115),0.731713116,"Details of the Contextual Paragraph (115) in the General Data Protection Regulation (GDPR): Some third countries adopt laws, regulations and other legal acts which purport to directly regulate the processing activities of natural and legal persons under the jurisdiction of the Member States. This may include judgments of courts or tribunals or decisions of administrative authorities in third countries requiring a controller or processor to transfer or disclose personal data, and which are not based on an international agreement, such as a mutual legal assistance treaty, in force between the requesting third country and the Union or a Member State. The extraterritorial application of those laws, regulations and other legal acts may be in breach of international law and may impede the attainment of the protection of natural persons ensured in the Union by this Regulation. Transfers should only be allowed where the conditions of this Regulation for a transfer to third countries are met. This may be the case, inter alia, where disclosure is necessary for an important ground of public interest recognised in Union or Member State law to which the controller is subject.",recital,"The General Data Protection Regulation (GDPR) Paragraph 115 addresses the issue of third countries (countries outside the EU) creating laws that directly affect the data processing activities of individuals and businesses within the EU. This could involve foreign courts or authorities requiring the transfer or disclosure of personal data. If these demands aren't based on an international agreement, like a treaty, they could violate international law and undermine the data protection provided by the GDPR. As such, data transfers should only be permitted if they meet the GDPR's conditions for transfers to third countries. This might be allowed if the disclosure is necessary for a significant public interest as recognized by EU or Member State law."
General Data Protection Regulation (GDPR) - Contextual Paragraph (105),0.731688559,"Details of the Contextual Paragraph (105) in the General Data Protection Regulation (GDPR): Apart from the international commitments the third country or international organisation has entered into, the Commission should take account of obligations arising from the third country's or international organisation's participation in multilateral or regional systems in particular in relation to the protection of personal data, as well as the implementation of such obligations. In particular, the third country's accession to the Council of Europe Convention of 28 January 1981 for the Protection of Individuals with regard to the Automatic Processing of Personal Data and its Additional Protocol should be taken into account. The Commission should consult the Board when assessing the level of protection in third countries or international organisations.",recital,"The General Data Protection Regulation (GDPR) Paragraph 105 states that when determining if a non-EU country or organization is adequately protecting personal data, the European Commission should consider their international commitments. This includes their participation in systems designed to protect personal data and their adherence to the Council of Europe Convention of 28 January 1981, which deals with the automatic processing of personal data. The Commission should also consult the Board when assessing the level of data protection in these entities."
General Data Protection Regulation (GDPR) - Contextual Paragraph (75),0.731660903,"Details of the Contextual Paragraph (75) in the General Data Protection Regulation (GDPR): The risk to the rights and freedoms of natural persons, of varying likelihood and severity, may result from personal data processing which could lead to physical, material or non-material damage, in particular: where the processing may give rise to discrimination, identity theft or fraud, financial loss, damage to the reputation, loss of confidentiality of personal data protected by professional secrecy, unauthorised reversal of pseudonymisation, or any other significant economic or social disadvantage; where data subjects might be deprived of their rights and freedoms or prevented from exercising control over their personal data; where personal data are processed which reveal racial or ethnic origin, political opinions, religion or philosophical beliefs, trade union membership, and the processing of genetic data, data concerning health or data concerning sex life or criminal convictions and offences or related security measures; where personal aspects are evaluated, in particular analysing or predicting aspects concerning performance at work, economic situation, health, personal preferences or interests, reliability or behaviour, location or movements, in order to create or use personal profiles; where personal data of vulnerable natural persons, in particular of children, are processed; or where processing involves a large amount of personal data and affects a large number of data subjects.",recital,"The General Data Protection Regulation (GDPR) Paragraph 75 aims to protect individuals from risks and damages that could result from the misuse of their personal data. These risks include discrimination, identity theft, financial loss, damage to reputation, loss of privacy, and other significant disadvantages. The law also protects individuals from being deprived of their rights or control over their personal data. It pays particular attention to sensitive data such as racial or ethnic origin, political opinions, religious beliefs, health data, and criminal records. The law also covers the use of personal data to create or use personal profiles and the processing of data of vulnerable individuals, especially children. Lastly, it addresses situations where a large amount of personal data is processed, affecting many individuals."
General Data Protection Regulation (GDPR) - Contextual Paragraph (123),0.731629789,"Details of the Contextual Paragraph (123) in the General Data Protection Regulation (GDPR): The supervisory authorities should monitor the application of the provisions pursuant to this Regulation and contribute to its consistent application throughout the Union, in order to protect natural persons in relation to the processing of their personal data and to facilitate the free flow of personal data within the internal market. For that purpose, the supervisory authorities should cooperate with each other and with the Commission, without the need for any agreement between Member States on the provision of mutual assistance or on such cooperation.",recital,"The General Data Protection Regulation (GDPR) has a new rule, Paragraph 123, that ensures the protection of people's personal data and promotes the free flow of such data within the market. The supervisory authorities are tasked with monitoring the application of this law across the Union to ensure its consistent application. These authorities are also expected to collaborate with each other and the Commission, without needing any agreement between Member States. This is all aimed at protecting personal data and facilitating its movement within the market."
Digital Services Act (DSA) - Contextual paragraph (114),0.731622756,"Details of the contextual paragraph (114) of the Digital Services Act (DSA): Member States should provide the Digital Services Coordinator, and any other competent authority designated under this Regulation, with sufficient powers and means to ensure effective investigation and enforcement, in accordance with the tasks conferred on them. This includes the power of competent authorities to adopt interim measures in accordance with national law in case of risk of serious harm. Such interim measures, which may include orders to terminate or remedy a given alleged infringement, should not go beyond what is necessary to ensure that serious harm is prevented pending the final decision. The Digital Services Coordinators should in particular be able to search for and obtain information which is located in its territory, including in the context of joint investigations, with due regard to the fact that oversight and enforcement measures concerning a provider under the jurisdiction of another Member State or the Commission should be adopted by the Digital Services Coordinator of that other Member State, where relevant in accordance with the procedures relating to cross-border cooperation, or, where applicable, by the Commission.",recital,"The Digital Services Act (DSA) requires member countries to equip their Digital Services Coordinators and other relevant authorities with the necessary powers and resources to effectively investigate and enforce the law. These authorities can take temporary action, such as ordering the termination or remedy of a potential violation, to prevent serious harm while a final decision is being made. However, these actions should only be as drastic as necessary. Digital Services Coordinators can search for and obtain information within their territory, even during joint investigations. However, when dealing with a provider under another member country or the Commission's jurisdiction, the coordinator of that jurisdiction should take the lead, following procedures for cross-border cooperation or involving the Commission when needed."
